province_eng,region_eng,month,year,occupancy_rate,no_tourist_occupied,no_tourist_all,no_tourist_thai,no_tourist_foreign,net_profit_all,net_profit_thai,net_profit_foreign
Phetchabun,north,10,2023,56.81,176718,230184,226995,3189,790.03,777.95,12.08
Phetchabun,north,11,2023,61.59,182351,226835,221554,5281,784.13,764.38,19.75
Phetchabun,north,12,2023,71.26,210503,264518,257822,6696,930.23,904.85,25.38
Phetchabun,north,1,2024,68.59,208967,269786,261905,7881,951.88,921.81,30.07
Phetchabun,north,2,2024,63.48,198998,271816,264304,7512,955.8,926.77,29.03
Phetchabun,north,3,2024,47.64,162857,213134,207364,5770,731.77,711.63,20.14
Phetchabun,north,4,2024,42.89,158810,223593,218523,5070,772.08,751.09,20.99
Phetchabun,north,5,2024,41.27,160070,211860,207831,4029,738.73,721.31,17.42
Phetchabun,north,6,2024,40.78,146632,188712,185033,3679,663.73,647.99,15.74
Phetchabun,north,7,2024,44.65,152907,190307,186547,3760,677.66,661.62,16.04
Phetchabun,north,8,2024,41.37,144487,179172,176048,3124,647.2,633.5,13.7
Phetchabun,north,9,2024,47.58,156003,190756,188005,2751,679.74,668.32,11.42
Phetchaburi,central,1,2019,81.2,357725,713674,643367,70307,2352.55,1776.56,575.99
Phetchaburi,central,2,2019,77.28,358668,715611,645197,70414,2358.48,1781.62,576.86
Phetchaburi,central,3,2019,71.65,317757,640189,586711,53478,2058.25,1620.13,438.12
Phetchaburi,central,4,2019,74.64,334555,767637,729180,38457,2571.99,2125.75,446.24
Phetchaburi,central,5,2019,70.75,307891,711498,681344,30154,2336.2,1986.3,349.9
Phetchaburi,central,6,2019,62.49,264852,613695,589475,24220,1999.53,1718.48,281.05
Phetchaburi,central,7,2019,67.48,326995,716742,683936,32806,2320.01,2011.28,308.73
Phetchaburi,central,8,2019,64.97,307547,674547,644334,30213,2179.15,1894.82,284.33
Phetchaburi,central,9,2019,60.84,287466,628587,597495,31092,2049.69,1757.09,292.6
Phetchaburi,central,10,2019,63.22,319231,883043,829202,53841,3440.29,3083.13,357.16
Phetchaburi,central,11,2019,62.11,306354,844099,785907,58192,3308.18,2922.15,386.03
Phetchaburi,central,12,2019,71.37,377609,1049177,994621,54556,4060.07,3698.17,361.9
Phetchaburi,central,1,2020,72.6,326049,654478,589759,64719,2234.23,1704.79,529.44
Phetchaburi,central,2,2020,61.09,268846,531193,500721,30472,1704.79,1467.89,236.9
Phetchaburi,central,3,2020,26.05,162949,230838,219100,11738,595.93,510.2,85.73
Phetchaburi,central,4,2020,0,109,109,0,109,3.09,0,3.09
Phetchaburi,central,5,2020,0.36,1645,1670,1645,25,4.38,3.67,0.71
Phetchaburi,central,6,2020,20.63,85094,205704,205704,0,486.74,486.74,0
Phetchaburi,central,7,2020,56.54,266442,607071,607071,0,1644.77,1644.77,0
Phetchaburi,central,8,2020,52.32,246334,563634,563440,194,1376.17,1373.9,2.27
Phetchaburi,central,9,2020,53.1,250890,534233,533799,434,1289.06,1283.98,5.08
Phetchaburi,central,10,2020,52.77,285324,595218,594664,554,1815.93,1811.48,4.45
Phetchaburi,central,11,2020,54.72,277726,593905,593356,549,1787.65,1783.24,4.41
Phetchaburi,central,12,2020,48.02,240753,468674,468362,312,1481.08,1478.53,2.55
Phetchaburi,central,1,2021,20.38,99682,224595,224333,262,707.49,705.79,1.7
Phetchaburi,central,2,2021,38.43,188659,448354,448063,291,1371.2,1369.02,2.18
Phetchaburi,central,3,2021,51.77,255248,638294,638044,250,1921.14,1919.27,1.87
Phetchaburi,central,4,2021,34.19,166685,385714,385488,226,1133.77,1132.08,1.69
Phetchaburi,central,5,2021,7.23,35478,48502,48311,191,133,131.96,1.04
Phetchaburi,central,6,2021,6.74,33022,41434,41240,194,109.66,108.44,1.22
Phetchaburi,central,7,2021,2.52,12527,15182,15093,89,34.93,34.38,0.55
Phetchaburi,central,8,2021,2.15,10658,12139,12096,43,26.59,26.33,0.26
Phetchaburi,central,9,2021,10.63,50513,88893,88804,89,180.11,179.6,0.51
Phetchaburi,central,10,2021,27.61,135873,301889,301778,111,644.98,644.38,0.6
Phetchaburi,central,11,2021,41.29,197179,479666,479543,123,1136.97,1136.45,0.52
Phetchaburi,central,12,2021,51.99,256513,596099,595951,148,1568.77,1568.21,0.56
Phetchaburi,central,1,2022,52.21,258163,652324,652025,299,1725.27,1723.91,1.36
Phetchaburi,central,2,2022,55.86,278172,699841,699413,428,1820.2,1818.33,1.87
Phetchaburi,central,3,2022,63.31,303196,725505,725031,474,1913.15,1911.06,2.09
Phetchaburi,central,4,2022,64.91,313166,771505,769101,2404,2078.61,2069.82,8.79
Phetchaburi,central,5,2022,62.97,307709,752017,749348,2669,2070.72,2061.2,9.52
Phetchaburi,central,6,2022,58.89,277959,688227,684823,3404,1877.73,1864.44,13.29
Phetchaburi,central,7,2022,60.15,289681,717337,712158,5179,1933.8,1912.12,21.68
Phetchaburi,central,8,2022,58.58,271005,718037,712637,5400,1856.54,1834.52,22.02
Phetchaburi,central,9,2022,60.51,278130,749178,742941,6237,1918.76,1893.18,25.58
Phetchaburi,central,10,2022,63.76,308030,809274,802066,7208,2300.74,2270.38,30.36
Phetchaburi,central,11,2022,66.25,316488,828921,821386,7535,2385.85,2353.52,32.33
Phetchaburi,central,12,2022,68.21,324834,877418,868724,8694,2513.28,2474.73,38.55
Phetchaburi,central,1,2023,69.54,343526,962457,950890,11567,2637.85,2551.1,86.75
Phetchaburi,central,2,2023,67.09,319600,861806,848877,12929,2416.98,2350.31,66.67
Phetchaburi,central,3,2023,70.21,340148,894909,883167,11742,2454.9,2393.39,61.51
Phetchaburi,central,4,2023,73.31,359447,965527,952122,13405,2755.64,2612,143.64
Phetchaburi,central,5,2023,66.48,327493,887566,874977,12589,2522.64,2390.18,132.46
Phetchaburi,central,6,2023,61.85,302445,845755,834624,11131,2419.14,2305.95,113.19
Phetchaburi,central,7,2023,64.27,312095,861856,849235,12621,3020.74,2899.48,121.26
Phetchaburi,central,8,2023,63.74,306437,866703,853314,13389,2625.57,2488.1,137.47
Phetchaburi,central,9,2023,61.07,281525,821451,809165,12286,2450.66,2328.35,122.31
Phetchaburi,central,10,2023,64.42,303680,877599,869193,8406,2749.47,2675.7,73.77
Phetchaburi,central,11,2023,68.99,332029,959000,946002,12998,3069.11,2973.94,95.17
Phetchaburi,central,12,2023,73.31,364243,1014837,998876,15961,3211.65,3106.86,104.79
Phetchaburi,central,1,2024,74.93,376503,1041445,1022443,19002,3443.58,3311.91,131.67
Phetchaburi,central,2,2024,72.38,350287,1000604,976894,23710,3149.55,2991.02,158.53
Phetchaburi,central,3,2024,68.27,330664,947080,921180,25900,2943.58,2766.17,177.41
Phetchaburi,central,4,2024,74.08,364152,1010084,987246,22838,3158.06,2971.93,186.13
Phetchaburi,central,5,2024,70.04,346206,961294,940110,21184,2877.58,2699.64,177.94
Phetchaburi,central,6,2024,61.41,306536,872333,850905,21428,2602.3,2417.04,185.26
Phetchaburi,central,7,2024,64.45,321432,887109,864988,22121,3122.32,2924.42,197.9
Phetchaburi,central,8,2024,61.09,297172,823591,803577,20014,2721.77,2532.9,188.87
Phetchaburi,central,9,2024,58.23,270787,753861,734972,18889,2301.38,2122.1,179.28
Phichit,north,1,2019,57.68,46475,64359,63777,582,136.24,135.34,0.9
Phichit,north,2,2019,55.46,42406,58683,58207,476,124.26,123.52,0.74
Phichit,north,3,2019,53.85,43894,60809,60226,583,128.7,127.8,0.9
Phichit,north,4,2019,52.35,30320,74718,73983,735,106.61,105.15,1.46
Phichit,north,5,2019,49.16,29401,72458,71827,631,103.33,102.08,1.25
Phichit,north,6,2019,43.69,25369,62521,61969,552,89.17,88.07,1.1
Phichit,north,7,2019,46.58,32616,79787,79409,378,110.95,110.56,0.39
Phichit,north,8,2019,45.41,32250,78884,78521,363,109.71,109.33,0.38
Phichit,north,9,2019,47.3,33608,82181,81840,341,114.3,113.94,0.36
Phichit,north,10,2019,49.78,35921,83280,82808,472,155.41,154.14,1.27
Phichit,north,11,2019,47.53,34967,81072,80695,377,151.22,150.21,1.01
Phichit,north,12,2019,51.84,39137,90747,90439,308,169.17,168.33,0.84
Phichit,north,1,2020,54.08,45232,61863,61293,570,133.46,132.54,0.92
Phichit,north,2,2020,47.29,38839,52701,52330,371,111.8,111.22,0.58
Phichit,north,3,2020,17.54,17828,22190,22168,22,44.34,44.31,0.03
Phichit,north,4,2020,2.07,17,17,0,17,0.98,0.53,0.45
Phichit,north,5,2020,4.89,1867,1867,1867,0,2.09,2.09,0
Phichit,north,6,2020,17.84,5413,15184,15184,0,17.24,17.24,0
Phichit,north,7,2020,35.06,17954,45379,45379,0,53.08,53.08,0
Phichit,north,8,2020,37.43,19652,43919,43919,0,48.8,48.8,0
Phichit,north,9,2020,39.28,21069,48874,48874,0,62.91,62.91,0
Phichit,north,10,2020,41.84,24127,51451,51451,0,89.29,89.29,0
Phichit,north,11,2020,41.03,28804,62797,62797,0,112.09,112.09,0
Phichit,north,12,2020,41.13,23691,59441,59441,0,106.48,106.48,0
Phichit,north,1,2021,23.34,13398,31070,31070,0,53.44,53.44,0
Phichit,north,2,2021,32.45,18713,43396,43396,0,80.52,80.52,0
Phichit,north,3,2021,35.93,21622,50391,50391,0,89.58,89.58,0
Phichit,north,4,2021,10.34,6953,52325,52325,0,90.75,90.75,0
Phichit,north,5,2021,5.47,3789,7231,7231,0,10.03,10.03,0
Phichit,north,6,2021,4.76,3138,6377,6377,0,7.8,7.8,0
Phichit,north,7,2021,4.5,3067,6355,6355,0,6.73,6.73,0
Phichit,north,8,2021,4.87,3347,6914,6914,0,7.45,7.45,0
Phichit,north,9,2021,4.29,2940,7058,7058,0,7.73,7.73,0
Phichit,north,10,2021,8.51,6447,11935,11935,0,13.78,13.78,0
Phichit,north,11,2021,15.23,12736,28128,28128,0,34.89,34.89,0
Phichit,north,12,2021,28.72,21361,47217,47125,92,72.99,72.78,0.21
Phichit,north,1,2022,33.51,23957,49385,49267,118,79.32,79.07,0.25
Phichit,north,2,2022,35.14,24669,50339,50266,73,81.35,81.19,0.16
Phichit,north,3,2022,36.52,25635,49406,49317,89,78.32,78.12,0.2
Phichit,north,4,2022,44.28,27993,58795,58736,59,91.63,91.48,0.15
Phichit,north,5,2022,40.93,26690,57107,57051,56,86.88,86.75,0.13
Phichit,north,6,2022,38.56,24953,53246,53184,62,81.39,81.25,0.14
Phichit,north,7,2022,44.82,27109,58148,58044,104,89.66,89.43,0.23
Phichit,north,8,2022,45.51,27498,61549,61466,83,95.87,95.68,0.19
Phichit,north,9,2022,46.25,28072,59625,59528,97,93.57,93.35,0.22
Phichit,north,10,2022,47.54,28865,58664,58585,79,93.32,93.14,0.18
Phichit,north,11,2022,55.43,31738,62868,62782,86,103.08,102.88,0.2
Phichit,north,12,2022,62.26,34592,68312,68194,118,114.71,114.43,0.28
Phichit,north,1,2023,54.78,33020,64987,64835,152,144.01,143.62,0.39
Phichit,north,2,2023,51.62,31708,59261,59126,135,131.83,131.49,0.34
Phichit,north,3,2023,43.29,27756,53300,53186,114,105.62,105.32,0.3
Phichit,north,4,2023,47.34,29361,64924,64796,128,117.55,117.2,0.35
Phichit,north,5,2023,46.56,29217,60724,60589,135,113.19,112.82,0.37
Phichit,north,6,2023,45.61,27721,57901,57779,122,109.65,109.31,0.34
Phichit,north,7,2023,43.79,27517,59721,59604,117,114.68,114.35,0.33
Phichit,north,8,2023,46.04,28586,63239,63110,129,125.99,125.63,0.36
Phichit,north,9,2023,45.22,27967,60826,60691,135,102.11,101.74,0.37
Phichit,north,10,2023,43.87,28749,66022,65910,112,115.4,115.1,0.3
Phichit,north,11,2023,51.04,30343,69199,69061,138,122.9,122.52,0.38
Phichit,north,12,2023,56.39,33331,74239,74030,209,134.45,133.87,0.58
Phichit,north,1,2024,53.85,32877,64580,64362,218,143.78,143.19,0.59
Phichit,north,2,2024,55.93,33806,59951,59703,248,133.59,132.96,0.63
Phichit,north,3,2024,49.12,30649,55187,54978,209,114.32,113.79,0.53
Phichit,north,4,2024,53.74,32115,77097,76868,229,142,141.39,0.61
Phichit,north,5,2024,50.31,31318,69005,68813,192,130.2,129.67,0.53
Phichit,north,6,2024,46.94,28961,63157,62942,215,123.32,122.74,0.58
Phichit,north,7,2024,49.53,30170,70027,69847,180,137.13,136.66,0.47
Phichit,north,8,2024,48.21,29714,67550,67337,213,135.49,134.93,0.56
Phichit,north,9,2024,50.04,29770,64819,64586,233,115.7,115.12,0.58
Phitsanulok,north,1,2019,71.52,202934,387608,364864,22744,989.88,916.86,73.02
Phitsanulok,north,2,2019,66.37,177202,338067,316689,21378,864.44,795.8,68.64
Phitsanulok,north,3,2019,59.56,168752,321948,301590,20358,823.22,757.85,65.37
Phitsanulok,north,4,2019,57.23,159682,289284,276156,13128,640.71,574.75,65.96
Phitsanulok,north,5,2019,53.09,142716,259251,248645,10606,570.78,517.49,53.29
Phitsanulok,north,6,2019,52.8,146262,266099,255884,10215,583.88,532.55,51.33
Phitsanulok,north,7,2019,54.3,141704,221480,207837,13643,516.71,472.17,44.54
Phitsanulok,north,8,2019,53.86,141378,221759,210540,11219,514.93,478.31,36.62
Phitsanulok,north,9,2019,51.49,134840,211258,199810,11448,491.29,453.93,37.36
Phitsanulok,north,10,2019,57.09,158207,265869,238548,27321,820.19,714.13,106.06
Phitsanulok,north,11,2019,56.73,157276,264006,235025,28981,816.1,703.59,112.51
Phitsanulok,north,12,2019,62.56,178176,299764,271069,28695,922.89,811.49,111.4
Phitsanulok,north,1,2020,69.01,192912,376176,353691,22485,971.57,898.61,72.96
Phitsanulok,north,2,2020,58.64,157604,295413,276914,18499,762.32,702.62,59.7
Phitsanulok,north,3,2020,34.12,112834,140642,137492,3150,323.93,314.49,9.44
Phitsanulok,north,4,2020,2.12,2084,2084,1981,103,6.58,3.84,2.74
Phitsanulok,north,5,2020,10.35,9502,9502,9410,92,17.96,15.68,2.28
Phitsanulok,north,6,2020,25.17,34987,75841,75578,263,130.3,129.67,0.63
Phitsanulok,north,7,2020,42.8,78966,147484,147263,221,292.27,291.78,0.49
Phitsanulok,north,8,2020,44.35,83970,139576,139408,168,262.79,262.41,0.38
Phitsanulok,north,9,2020,48.57,92613,150674,150418,256,302.88,302.29,0.59
Phitsanulok,north,10,2020,50.76,106841,184132,183777,355,500.26,499.27,0.99
Phitsanulok,north,11,2020,49.51,108763,189397,188951,446,526.46,525.18,1.28
Phitsanulok,north,12,2020,46.2,106071,182816,182461,355,496.67,495.68,0.99
Phitsanulok,north,1,2021,28.52,65846,114045,113901,144,258.33,257.95,0.38
Phitsanulok,north,2,2021,29.93,69183,119720,119623,97,261.86,261.58,0.28
Phitsanulok,north,3,2021,35.18,76306,130985,130868,117,280.54,280.22,0.32
Phitsanulok,north,4,2021,28.85,62527,150029,149890,139,369.28,368.92,0.36
Phitsanulok,north,5,2021,10.51,23433,30519,30433,86,68.68,68.52,0.16
Phitsanulok,north,6,2021,9.34,20540,28588,28523,65,55.73,55.61,0.12
Phitsanulok,north,7,2021,8.26,18673,26075,25939,136,43.89,43.65,0.24
Phitsanulok,north,8,2021,7.89,18020,25715,25564,151,42.84,42.57,0.27
Phitsanulok,north,9,2021,10.73,23486,33623,33466,157,57.3,57.01,0.29
Phitsanulok,north,10,2021,16.28,37534,52678,52480,198,96.22,95.82,0.4
Phitsanulok,north,11,2021,33.87,85446,147550,147235,315,281.27,280.58,0.69
Phitsanulok,north,12,2021,47.93,117368,202694,202078,616,436.69,435.13,1.56
Phitsanulok,north,1,2022,55.74,141208,239815,239044,771,526.63,524.62,2.01
Phitsanulok,north,2,2022,45.6,114358,203706,202750,956,435.83,433.26,2.57
Phitsanulok,north,3,2022,40.36,108434,192361,190955,1406,421.83,417.87,3.96
Phitsanulok,north,4,2022,38.83,105237,205734,204107,1627,475.74,471.46,4.28
Phitsanulok,north,5,2022,39.65,106424,194110,192343,1767,455.47,450.81,4.66
Phitsanulok,north,6,2022,38.54,104996,190118,188158,1960,449.28,444.04,5.24
Phitsanulok,north,7,2022,45.13,115351,212892,210094,2798,507.21,499.68,7.53
Phitsanulok,north,8,2022,44.52,114899,210194,206258,3936,506.07,495.36,10.71
Phitsanulok,north,9,2022,42.36,113158,200017,194746,5271,494.06,479.61,14.45
Phitsanulok,north,10,2022,45.89,122143,219715,213479,6236,549.89,532.47,17.42
Phitsanulok,north,11,2022,51.47,132398,244500,237668,6832,625.64,606.16,19.48
Phitsanulok,north,12,2022,58.34,146662,278428,270270,8158,727.81,703.94,23.87
Phitsanulok,north,1,2023,57.24,146196,286106,276634,9472,757.75,729.53,28.22
Phitsanulok,north,2,2023,50.9,131376,260109,249685,10424,702.61,670.33,32.28
Phitsanulok,north,3,2023,41.61,112437,214086,204123,9963,580.85,549.52,31.33
Phitsanulok,north,4,2023,46.08,119109,240892,230030,10862,662.7,627.84,34.86
Phitsanulok,north,5,2023,47.69,122285,237169,226971,10198,658.3,625.04,33.26
Phitsanulok,north,6,2023,46.34,116587,224293,214550,9743,630.76,598.56,32.2
Phitsanulok,north,7,2023,49.06,121744,234560,223829,10731,669.33,633.24,36.09
Phitsanulok,north,8,2023,49.84,123691,229676,220031,9645,663.35,630.53,32.82
Phitsanulok,north,9,2023,46.96,120338,210411,201642,8769,553.03,526.7,26.33
Phitsanulok,north,10,2023,50.28,131572,235984,225291,10693,676.63,639.7,36.93
Phitsanulok,north,11,2023,54.63,139765,255174,243134,12040,745.67,703.55,42.12
Phitsanulok,north,12,2023,59.12,164093,300704,284526,16178,903.02,843.06,59.96
Phitsanulok,north,1,2024,58.63,157691,296780,280409,16371,853.21,793.09,60.12
Phitsanulok,north,2,2024,52.79,139481,269924,253526,16398,765.11,704.7,60.41
Phitsanulok,north,3,2024,48.51,125563,236635,219856,16779,665.52,604.64,60.88
Phitsanulok,north,4,2024,50.68,127069,254668,246183,8485,727.57,681.95,45.62
Phitsanulok,north,5,2024,49.73,127626,247242,237328,9914,699.26,666.19,33.07
Phitsanulok,north,6,2024,50.12,129202,241966,231894,10072,697.8,663.73,34.07
Phitsanulok,north,7,2024,53.89,136143,246357,234698,11659,730.4,690.62,39.78
Phitsanulok,north,8,2024,52.13,130297,241694,230101,11593,717.03,677.46,39.57
Phitsanulok,north,9,2024,51.62,128396,226273,215434,10839,601.19,565.7,35.49
Phra Nakhon Si Ayutthaya,central,1,2019,73.37,117052,730329,561553,168776,1438.73,1054.25,384.48
Phra Nakhon Si Ayutthaya,central,2,2019,72.6,101718,641959,458781,183178,1278.6,861.31,417.29
Phra Nakhon Si Ayutthaya,central,3,2019,68.83,107843,673327,515553,157774,1327.3,967.88,359.42
Phra Nakhon Si Ayutthaya,central,4,2019,63.34,91330,704365,516440,187925,1965.75,1257.59,708.16
Phra Nakhon Si Ayutthaya,central,5,2019,66.69,87841,675175,500232,174943,1877.36,1218.12,659.24
Phra Nakhon Si Ayutthaya,central,6,2019,59.39,82229,635178,463432,171746,1775.71,1128.5,647.21
Phra Nakhon Si Ayutthaya,central,7,2019,57.19,78614,742818,553104,189714,1394.25,949.95,444.3
Phra Nakhon Si Ayutthaya,central,8,2019,55.75,76653,732055,515601,216454,1392.46,885.54,506.92
Phra Nakhon Si Ayutthaya,central,9,2019,50.17,69618,656622,493449,163173,1229.62,847.5,382.12
Phra Nakhon Si Ayutthaya,central,10,2019,56.92,84926,660376,506881,153495,1718.34,1205.75,512.59
Phra Nakhon Si Ayutthaya,central,11,2019,60.67,87169,678016,514770,163246,1769.65,1224.51,545.14
Phra Nakhon Si Ayutthaya,central,12,2019,65.52,98062,762589,583381,179208,1986.15,1387.71,598.44
Phra Nakhon Si Ayutthaya,central,1,2020,66.07,107777,741902,556141,185761,1462.74,1059.24,403.5
Phra Nakhon Si Ayutthaya,central,2,2020,50.54,70417,375100,282929,92171,784.14,583.79,200.35
Phra Nakhon Si Ayutthaya,central,3,2020,17.77,29532,63597,55179,8418,123.84,105.72,18.12
Phra Nakhon Si Ayutthaya,central,4,2020,0.02,18,18,14,4,0.07,0.02,0.05
Phra Nakhon Si Ayutthaya,central,5,2020,1.61,1269,1269,1269,0,2.4,2.4,0
Phra Nakhon Si Ayutthaya,central,6,2020,11.03,13005,49438,49268,170,88.51,88.22,0.29
Phra Nakhon Si Ayutthaya,central,7,2020,38.79,52072,342259,342138,121,487.3,487.12,0.18
Phra Nakhon Si Ayutthaya,central,8,2020,41.86,57745,397232,397058,174,509.04,508.78,0.26
Phra Nakhon Si Ayutthaya,central,9,2020,43.37,60011,405725,405311,414,523.63,522.76,0.87
Phra Nakhon Si Ayutthaya,central,10,2020,40.92,60647,385896,385459,437,701.98,700.64,1.34
Phra Nakhon Si Ayutthaya,central,11,2020,47.38,70456,430542,430007,535,794.39,792.74,1.65
Phra Nakhon Si Ayutthaya,central,12,2020,42.02,60653,367888,367464,424,675.97,674.66,1.31
Phra Nakhon Si Ayutthaya,central,1,2021,18.16,30074,224085,223816,269,376.74,376.12,0.62
Phra Nakhon Si Ayutthaya,central,2,2021,25.04,42183,192677,192540,137,357.18,356.83,0.35
Phra Nakhon Si Ayutthaya,central,3,2021,33.19,46175,403334,400981,2353,773.08,768.02,5.06
Phra Nakhon Si Ayutthaya,central,4,2021,17.28,23043,230549,229807,742,428.29,426.65,1.64
Phra Nakhon Si Ayutthaya,central,5,2021,6.34,9303,61595,61233,362,90.61,89.97,0.64
Phra Nakhon Si Ayutthaya,central,6,2021,6.89,9045,61845,61474,371,90.4,89.78,0.62
Phra Nakhon Si Ayutthaya,central,7,2021,4.87,6207,21529,21302,227,29.32,28.98,0.34
Phra Nakhon Si Ayutthaya,central,8,2021,3.98,5131,17000,16958,42,22.6,22.54,0.06
Phra Nakhon Si Ayutthaya,central,9,2021,13.45,16045,63382,63260,122,84.53,84.35,0.18
Phra Nakhon Si Ayutthaya,central,10,2021,23.63,28760,161519,160956,563,230.59,229.74,0.85
Phra Nakhon Si Ayutthaya,central,11,2021,34.7,48387,389058,388198,860,520.99,519.63,1.36
Phra Nakhon Si Ayutthaya,central,12,2021,48.61,66535,506314,497703,8611,731.05,717.09,13.96
Phra Nakhon Si Ayutthaya,central,1,2022,45.43,62040,525549,517228,8321,736.61,722.64,13.97
Phra Nakhon Si Ayutthaya,central,2,2022,49.94,67617,564358,556911,7447,813.82,801.41,12.41
Phra Nakhon Si Ayutthaya,central,3,2022,48.71,66003,551475,543447,8028,803.94,789.72,14.22
Phra Nakhon Si Ayutthaya,central,4,2022,53.02,72343,627393,619019,8374,950.47,933.28,17.19
Phra Nakhon Si Ayutthaya,central,5,2022,51.19,70579,630760,624230,6530,965.97,950.38,15.59
Phra Nakhon Si Ayutthaya,central,6,2022,53.24,74459,645250,638737,6513,981.17,965.75,15.42
Phra Nakhon Si Ayutthaya,central,7,2022,57.45,79559,675696,659004,16692,1029.74,990.63,39.11
Phra Nakhon Si Ayutthaya,central,8,2022,59.29,83266,736877,706126,30751,1115.8,1045.16,70.64
Phra Nakhon Si Ayutthaya,central,9,2022,46.5,69577,667293,639034,28259,1029.5,962.48,67.02
Phra Nakhon Si Ayutthaya,central,10,2022,44.36,66149,640931,614477,26454,970.42,908.25,62.17
Phra Nakhon Si Ayutthaya,central,11,2022,60.18,79253,804102,726915,77187,1238.76,1082.68,156.08
Phra Nakhon Si Ayutthaya,central,12,2022,62.13,83905,852000,755148,96852,1329.65,1132.91,196.74
Phra Nakhon Si Ayutthaya,central,1,2023,62.82,87431,887134,769546,117588,1575.66,1332.47,243.19
Phra Nakhon Si Ayutthaya,central,2,2023,58.78,80566,828263,718340,109923,1478.75,1245.82,232.93
Phra Nakhon Si Ayutthaya,central,3,2023,55.17,76982,772015,653554,118461,1345.36,1096.84,248.52
Phra Nakhon Si Ayutthaya,central,4,2023,56.69,80232,815872,690797,125075,1685.46,1419.93,265.53
Phra Nakhon Si Ayutthaya,central,5,2023,51.77,73573,777555,660079,117476,1752.09,1509.25,242.84
Phra Nakhon Si Ayutthaya,central,6,2023,53.91,76046,804279,682876,121403,1807,1541.68,265.32
Phra Nakhon Si Ayutthaya,central,7,2023,56.84,80728,817435,688886,128549,1841.36,1577.28,264.08
Phra Nakhon Si Ayutthaya,central,8,2023,56.44,79840,892507,745088,147419,1975.1,1617.26,357.84
Phra Nakhon Si Ayutthaya,central,9,2023,55.46,75920,827421,728906,98515,1769.23,1526.08,243.15
Phra Nakhon Si Ayutthaya,central,10,2023,58.73,83088,858358,762171,96187,1880.46,1639.02,241.44
Phra Nakhon Si Ayutthaya,central,11,2023,62.51,89440,889452,787654,101798,1980.53,1716.21,264.32
Phra Nakhon Si Ayutthaya,central,12,2023,68.53,97041,1080610,982995,97615,2149.06,1883.8,265.26
Phra Nakhon Si Ayutthaya,central,1,2024,60.27,85130,966385,800038,166347,1996.7,1555.91,440.79
Phra Nakhon Si Ayutthaya,central,2,2024,62.31,90471,1036775,831516,205259,2097.64,1583.2,514.44
Phra Nakhon Si Ayutthaya,central,3,2024,56.75,83672,928283,747971,180312,1842.73,1405.19,437.54
Phra Nakhon Si Ayutthaya,central,4,2024,62.06,89157,920134,775744,144390,2044.13,1648.55,395.58
Phra Nakhon Si Ayutthaya,central,5,2024,53.77,79750,836126,700920,135206,1908.39,1593.48,314.91
Phra Nakhon Si Ayutthaya,central,6,2024,55.66,80533,848343,710531,137812,1983.54,1606.06,377.48
Phra Nakhon Si Ayutthaya,central,7,2024,58.3,84299,850393,681134,169259,1977.47,1567.92,409.55
Phra Nakhon Si Ayutthaya,central,8,2024,53.03,77744,883506,706745,176761,2063.12,1630.08,433.04
Phra Nakhon Si Ayutthaya,central,9,2024,56.01,78423,840236,712516,127720,1904.36,1585.9,318.46
Phrae,north,1,2019,67.14,35764,83792,74753,9039,185.37,151.75,33.62
Phrae,north,2,2019,61.43,30830,72443,63682,8761,161.87,129.28,32.59
Phrae,north,3,2019,54.95,29944,70016,63087,6929,153.86,128.07,25.79
Phrae,north,4,2019,56.02,25665,64759,60857,3902,123.03,111.38,11.65
Phrae,north,5,2019,51.44,24092,60553,56518,4035,115.48,103.44,12.04
Phrae,north,6,2019,43.21,19883,49829,46272,3557,95.3,84.69,10.61
Phrae,north,7,2019,44.47,28578,64883,61945,2938,123.34,116.51,6.83
Phrae,north,8,2019,41.23,26635,60459,57742,2717,114.93,108.61,6.32
Phrae,north,9,2019,43.59,28105,64103,60732,3371,122.08,114.22,7.86
Phrae,north,10,2019,51.18,35588,82021,75190,6831,168.79,157.21,11.58
Phrae,north,11,2019,54.49,38308,88622,80696,7926,182.16,168.72,13.44
Phrae,north,12,2019,64.26,45280,104166,95806,8360,214.48,200.32,14.16
Phrae,north,1,2020,69.13,35523,86488,77194,9294,186.09,152.77,33.32
Phrae,north,2,2020,53.16,27037,63890,56343,7547,139.63,112.13,27.5
Phrae,north,3,2020,17.89,15969,24777,23679,1098,45.47,41.51,3.96
Phrae,north,4,2020,1.37,328,328,328,0,0.36,0.36,0
Phrae,north,5,2020,11.9,2968,2968,2968,0,4.3,4.3,0
Phrae,north,6,2020,15.48,4764,15552,15552,0,23.5,23.5,0
Phrae,north,7,2020,42.63,15832,40449,40449,0,65.9,65.9,0
Phrae,north,8,2020,39.76,14996,35156,35156,0,54.41,54.41,0
Phrae,north,9,2020,42.23,16527,38684,38684,0,65.22,65.22,0
Phrae,north,10,2020,46.71,20972,50003,50003,0,95.04,95.04,0
Phrae,north,11,2020,60.43,29269,67112,66945,167,131.27,131,0.27
Phrae,north,12,2020,56.35,38973,89563,89433,130,173.41,173.19,0.22
Phrae,north,1,2021,11,7655,20824,20767,57,40.24,40.15,0.09
Phrae,north,2,2021,29.45,20153,48250,48136,114,99.56,99.36,0.2
Phrae,north,3,2021,35.78,24816,57836,57702,134,119.1,118.86,0.24
